# name, ra, dec, redshift, major axis, axis ratio, position angle, frequency, refcode 
NGC 0895a, 35.43798, -5.5354, 0.00798, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0899, 35.47138, -20.82377, 0.005214, 45.6, 0.84, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0890, 35.50421, 33.26605, 0.013164, 128.2, 0.62, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 0223, 35.50459, -20.74588, 0.005267, 70.5, 0.62, 152.0, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0902, 35.59068, -16.6791, 0.022532, 40.8, 0.46, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0897:[ZSF97] c, 35.65568, -33.66542, 0.016975, -99.99, -99.99, -99.99, -99.99, -- 
IC 0221, 35.67042, 28.25692, 0.016968, 73.4, 0.6, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0905, 35.6816, -8.71896, 0.045432, 3.83, 0.47, 111.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1796, 35.69724, -41.37105, 0.016918, 55.6, 0.7, 90.0, 138000000000000.0,  20032MASX.C.......:  
IC 0222, 35.69942, 11.63824, 0.043967, 37.2, 0.86, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0907, 35.75803, -20.71193, 0.005564, 43.5, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0908, 35.76893, -21.23378, 0.005019, 257.8, 0.55, 88.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0900, 35.88408, 26.51155, 0.032449, 37.6, 0.78, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0901, 35.8921, 26.55708, 0.032603, 33.4, 0.9, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0903, 36.00372, 27.35645, 0.016818, 25.4, 0.76, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0904, 36.02327, 27.34256, 0.018032, 58.2, 0.6, 125.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J022429.92-244445.6, 36.1247, -24.74603, 0.010537, 17.8, 0.62, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 0224, 36.18811, -12.56445, 0.013936, 40.8, 0.56, 125.0, 138000000000000.0,  20032MASX.C.......:  
UGC 01865, 36.25132, 36.03874, 0.001935, 173.0, 0.76, 80.0, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0922, 36.2686, -24.788, 0.010282, 72.8, 0.58, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 1797, 36.36618, 20.39538, 0.013729, 40.0, 0.46, 150.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0915, 36.43993, 27.22113, 0.014673, 41.4, 0.94, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0916, 36.44852, 27.24265, 0.032069, 50.8, 0.48, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0918, 36.46152, 18.49639, 0.005037, 146.2, 0.56, 145.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0926, 36.52798, -0.33185, 0.021311, 14.53, 0.51, 35.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0917, 36.53207, 31.91237, 0.018022, 82.8, 0.48, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 1798, 36.5645, 13.43096, 0.041147, 23.2, 0.76, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0919, 36.56936, 27.2122, 0.034547, 66.6, 0.28, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0939, 36.5888, -44.44615, 0.017212, 50.8, 0.82, 75.0, 138000000000000.0,  20032MASX.C.......:  
IC 0225, 36.61791, 1.16047, 0.00514, 6.86, 0.86, 157.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 0921, 36.63919, -15.84749, 0.022969, 39.6, 0.64, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0927, 36.65533, 12.15531, 0.027545, 57.0, 0.78, 0.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0944, 36.67299, -14.51598, 0.012562, 41.4, 0.32, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0924, 36.69513, 20.49755, 0.01488, 74.2, 0.6, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0925, 36.82016, 33.57912, 0.001845, 223.8, 0.44, 105.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0929, 36.82604, -12.08676, 0.016018, 20.8, 0.62, 155.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J022732.86-011349.0, 36.88701, -1.23036, 0.003919, 0.13, 1.0, 96.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0934, 36.88721, -0.24453, 0.02104, 3.87, 0.62, 121.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0936, 36.90599, -1.15597, 0.004783, 8.84, 0.82, 88.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0928, 36.92092, 27.2212, 0.017098, 42.6, 0.52, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 0226, 36.94104, 28.20919, 0.036375, 48.2, 0.8, 155.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0932, 36.97793, 20.33255, 0.013606, 84.0, 0.94, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 0227, 37.01504, 28.17529, 0.033794, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0935, 37.04685, 19.59904, 0.013916, 89.6, 0.58, 158.0, 138000000000000.0,  2003AJ....125..525J  
IC 1801, 37.05273, 19.583, 0.013386, 60.4, 0.56, 30.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0931, 37.0603, 31.31154, 0.016642, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0941, 37.11616, -1.15147, 0.00535, 15.44, 0.85, 159.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0947, 37.13813, -19.04204, 0.016518, 72.0, 0.54, 60.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0938, 37.13968, 20.28371, 0.013736, 61.4, 0.76, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0945, 37.15543, -10.53902, 0.014964, 107.6, 0.48, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0948, 37.18948, -10.51384, 0.014967, 43.0, 0.46, 5.0, 138000000000000.0,  20032MASX.C.......:  
IC 0230, 37.197, -10.83129, 0.016528, 23.2, 0.84, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0954, 37.21503, -41.40267, 0.017836, 76.8, 0.56, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0951, 37.23694, -22.34941, 0.020354, 33.4, 0.34, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0943, 37.2903, -10.82815, 0.015631, 71.6, 0.54, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0942, 37.2929, -10.83611, 0.015064, 24.0, 0.62, nan, 740000000000000.0,  1968MCG4..C...0000V  
NGC 0950, 37.29894, -11.02485, 0.015651, 45.8, 0.76, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 1802, 37.30821, 23.08266, 0.031965, 58.4, 0.68, 130.0, 138000000000000.0,  20032MASX.C.......:  
IC 1810, 37.36185, -43.07643, 0.018106, 60.0, 0.62, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0940, 37.36466, 31.64103, 0.017075, 63.0, 0.64, 15.0, 138000000000000.0,  20032MASX.C.......:  
IC 1812, 37.38249, -42.81138, 0.017479, 91.2, 0.68, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 1806, 37.3956, 22.94321, 0.03405, 35.0, 0.9, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 1803, 37.45809, 23.10852, 0.031662, 43.4, 0.88, 40.0, 138000000000000.0,  20032MASX.C.......:  
IC 1804, 37.47675, 23.09706, 0.031455, 46.4, 0.92, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 0231, 37.48495, 1.17909, 0.022174, 3.5, 0.62, 162.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1807, 37.62918, 22.94971, 0.030164, 31.0, 0.84, 0.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0963, 37.63029, -4.21575, 0.004897, 31.0, 0.84, 110.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0955, 37.63808, -1.10838, 0.004943, 7.12, 0.38, 23.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1811, 37.65909, -34.26419, 0.016228, 47.4, 0.52, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0958, 37.67848, -2.93892, 0.01915, 100.4, 0.46, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0949, 37.70287, 37.13645, 0.002031, 104.4, 0.5, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 1813, 37.70611, -34.22085, 0.014944, 56.0, 0.56, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0964, 37.7743, -36.03462, 0.015921, 107.2, 0.28, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0953, 37.79081, 29.58879, 0.015758, -99.99, -99.99, -99.99, -99.99, -- 
IC 0232, 37.79846, 1.26564, 0.021152, 1.6, 0.82, 137.0, 477000000000000.0,  2004SDSS2.C...0000:  
IC 0234, 37.90717, -0.14025, 0.020414, 6.81, 0.38, 157.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 0979, 37.91172, -44.52435, 0.017829, 57.4, 0.76, 100.0, 138000000000000.0,  20032MASX.C.......:  
IC 1809, 37.91809, 22.91717, 0.018606, 45.4, 0.46, 135.0, 138000000000000.0,  20032MASX.C.......:  
IC 0233, 37.91954, 2.80993, 0.027546, 21.2, 0.58, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0960, 37.92232, -9.30042, 0.016236, 3.85, 0.42, 124.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0966, 37.94659, -19.88169, 0.03369, 41.6, 0.86, 80.0, 138000000000000.0,  20032MASX.C.......:  
IC 1816, 37.96241, -36.67212, 0.016945, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0967, 38.05301, -17.21684, 0.02891, 57.2, 0.84, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0959, 38.09984, 35.4946, 0.001991, 74.8, 0.92, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0965, 38.10466, -18.63992, 0.022662, 61.4, 0.78, 10.0, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0962, 38.16594, 28.07006, 0.015371, 80.4, 0.72, 175.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0986A, 38.17272, -39.29601, 0.004788, 41.5, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 0235, 38.2116, 20.64123, 0.029277, 23.4, 0.88, 25.0, 138000000000000.0,  20032MASX.C.......:  
UGC 02014, 38.22407, 38.68047, 0.001885, 44.5, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
IC 0236, 38.23255, -0.1312, 0.054365, 4.43, 0.57, 19.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0981, 38.24946, -10.97382, 0.015147, 47.6, 0.48, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0977, 38.26427, -10.75987, 0.015274, 43.2, 0.66, 75.0, 138000000000000.0,  20032MASX.C.......:  
UGC 02023, 38.32583, 33.49111, 0.002011, 88.7, nan, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0975, 38.34478, 9.60167, 0.020381, 52.4, 0.64, 175.0, 138000000000000.0,  20032MASX.C.......:  
IC 0237, 38.38152, 1.13998, 0.020877, 4.27, 0.92, 42.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0986, 38.39299, -39.04481, 0.006585, 178.6, 0.57, 53.0, 138000000000000.0,  2003AJ....125..525J  
NGC 0989, 38.44188, -16.51115, 0.024967, 25.2, 0.92, 85.0, 138000000000000.0,  20032MASX.C.......:  
IC 1817 NED01, 38.45667, 11.20331, 0.023772, 18.0, 0.5, nan, 740000000000000.0,  1963MCG3..C...0000V  
IC 1817, 38.45917, 11.20333, 0.02442, -99.99, -99.99, -99.99, -99.99, -- 
IC 1817 NED02, 38.46161, 11.20341, 0.024717, 38.0, 0.48, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0976, 38.50005, 20.97678, 0.01433, 69.2, 0.78, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0968, 38.5259, 34.47991, 0.012098, 78.0, 0.72, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 1818, 38.52976, -11.04072, 0.01515, 37.6, 0.78, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0969, 38.53417, 32.94694, 0.015037, 94.2, 0.5, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0970 NED02, 38.54876, 32.97729, 0.032696, 34.0, 0.48, 55.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0972, 38.55553, 29.31136, 0.00511, 154.4, 0.44, 150.0, 138000000000000.0,  20032MASX.C.......:  
IC 1815, 38.5833, 32.42944, 0.015684, 76.8, 0.62, 130.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0973, 38.58379, 32.50572, 0.016195, 147.4, 0.24, 50.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0974, 38.60748, 32.95453, 0.01501, 72.2, 0.9, 155.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0985 NED01, 38.65272, -8.78537, 0.043541, 12.09, 0.4, 22.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 0985 NED02, 38.65715, -8.78761, 0.0432, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0985, 38.65767, -8.78779, 0.043143, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0984, 38.67956, 23.41305, 0.014527, 74.0, 0.78, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0978A, 38.69575, 32.84625, 0.015831, 74.0, 0.72, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0978, 38.69833, 32.84361, 0.015794, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0978B, 38.7005, 32.84231, 0.014462, 12.0, 1.0, nan, 740000000000000.0,  1964MCG2..C...0000V  
IC 0238, 38.84447, 12.83779, 0.020041, 79.0, 0.48, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0988, 38.8656, -9.35609, 0.005037, 199.4, 0.36, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0991, 38.88628, -7.15433, 0.00511, 17.88, 0.82, 92.0, 477000000000000.0,  2007SDSS6.C...0000:  
IC 1819, 38.92431, 4.05184, 0.021325, 44.0, 0.66, 20.0, 138000000000000.0,  20032MASX.C.......:  
IC 1820, 38.96925, 6.04048, 0.030981, 38.8, 0.42, 60.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0990, 39.07589, 11.64201, 0.011701, 76.6, 0.66, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1025, 39.08309, -54.86412, 0.021502, 32.6, 0.84, 50.0, 138000000000000.0,  20032MASX.C.......:  
IC 1821 NED01, 39.10589, 13.78016, 0.040074, -99.99, -99.99, -99.99, -99.99, -- 
IC 0239, 39.11589, 38.96919, 0.002979, 121.0, 0.74, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1031, 39.16149, -54.85984, 0.018693, 81.6, 0.52, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0993, 39.19188, 2.05037, 0.023056, 52.0, 0.8, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0987, 39.20676, 33.32725, 0.015234, 88.4, 0.62, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0997 NED02, 39.31033, 7.30569, 0.021678, 65.6, 0.84, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0998, 39.31876, 7.33574, 0.021838, 41.2, 0.58, 165.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J023718.59+385558.8, 39.32746, 38.93302, 0.001461, -99.99, -99.99, -99.99, -99.99, -- 
NGC 0992, 39.35625, 21.10094, 0.013783, 54.2, 0.44, 5.0, 138000000000000.0,  20032MASX.C.......:  
UGC 02103 NOTES01, 39.36773, 21.14204, 0.01381, 13.8, 0.78, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1006, 39.39523, -11.02518, 0.015304, 44.8, 0.76, 90.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1011, 39.41206, -11.00552, 0.015858, 25.8, 0.86, 160.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1004, 39.42412, 1.9753, 0.0216, 58.2, 0.82, 95.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1017, 39.45759, -11.01013, 0.016265, 26.0, 0.72, 140.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1013, 39.46024, -11.50726, 0.027566, 37.4, 0.8, 65.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1007, 39.46757, 2.15587, 0.02359, 25.2, 0.56, 55.0, 138000000000000.0,  20032MASX.C.......:  
IC 0241, 39.47704, 2.32802, 0.023169, 40.4, 0.54, 150.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1008, 39.48039, 2.07978, 0.021995, 38.8, 0.62, 80.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1018, 39.54318, -9.54381, 0.044134, 45.8, 0.44, 5.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1015, 39.54812, -1.31876, 0.008769, 98.8, 0.48, 100.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J023813.64+015130.9, 39.55685, 1.85859, 0.018, -99.99, -99.99, -99.99, -99.99, -- 
NGC 1034, 39.55829, -15.80872, 0.004881, 26.0, 0.72, 140.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J023816.10+015551.5, 39.56709, 1.93098, 0.020147, 24.0, 0.46, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1009, 39.57943, 2.31002, 0.01943, 47.0, 0.32, 125.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1016, 39.58157, 2.11931, 0.02163, 100.6, 0.92, 55.0, 138000000000000.0,  20032MASX.C.......:  
CGCG 388-080, 39.60597, 1.96868, 0.019997, 30.4, 0.5, 70.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J023826.64+015848.5, 39.61101, 1.98016, 0.070967, 12.4, 0.76, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1019, 39.61425, 1.90773, 0.02434, 40.4, 0.56, 35.0, 138000000000000.0,  20032MASX.C.......:  
IC 0243, 39.63403, -6.90208, 0.024073, 59.0, 0.46, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1022, 39.63631, -6.67721, 0.004847, 104.4, 0.87, 85.0, 138000000000000.0,  2003AJ....125..525J  
IC 1823, 39.65411, 32.06967, 0.017309, 47.8, 0.6, 75.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1020, 39.68474, 2.23126, 0.023626, 39.8, 0.38, 20.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1021, 39.70017, 2.21759, 0.019253, 42.6, 0.68, 170.0, 138000000000000.0,  20032MASX.C.......:  
IC 0245, 39.72762, -14.30558, 0.015204, 45.2, 0.3, 25.0, 138000000000000.0,  20032MASX.C.......:  
IC 1825, 39.73182, 9.09738, 0.017095, 55.0, 0.52, 40.0, 138000000000000.0,  20032MASX.C.......:  
NGC 0983, 39.73191, 34.62231, 0.015748, 52.6, 0.64, 105.0, 138000000000000.0,  20032MASX.C.......:  
IC 1826, 39.76484, -27.44304, 0.004703, 55.4, 0.8, 105.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1024, 39.79986, 10.84681, 0.011801, 105.6, 0.42, 150.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1012, 39.81204, 30.15164, 0.003216, 108.4, 0.4, 20.0, 138000000000000.0,  20032MASX.C.......:  
SMDG J0239150-080657, 39.8127, -8.11589, 0.00484, -99.99, -99.99, -99.99, -99.99, -- 
NGC 1026, 39.83005, 6.54399, 0.01394, 16.8, 0.54, 85.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1032, 39.84857, 1.09381, 0.00915, 135.2, 0.4, 70.0, 138000000000000.0,  20032MASX.C.......:  
IC 0244, 39.85309, 2.7289, 0.022552, 44.0, 0.34, 175.0, 138000000000000.0,  20032MASX.C.......:  
WISEA J023926.88+011619.5, 39.86202, 1.2721, 0.008994, 10.98, 0.34, 102.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 1035, 39.87145, -8.13328, 0.004296, 23.5, 0.72, 156.0, 477000000000000.0,  2004SDSS2.C...0000:  
NGC 1029, 39.9023, 10.79325, 0.012125, 82.8, 0.26, 70.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1028, 39.90475, 10.84366, 0.02868, 33.0, 0.78, 45.0, 138000000000000.0,  20032MASX.C.......:  
IC 1827, 39.94358, 1.55837, 0.019694, 59.0, 0.28, 155.0, 138000000000000.0,  20032MASX.C.......:  
MATLAS 0191, 39.94542, 39.04806, 0.001624, -99.99, -99.99, -99.99, -99.99, -- 
NGC 1030, 39.9607, 18.02428, 0.028513, 92.8, 0.36, 10.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1038, 40.02624, 1.50884, 0.014583, 74.0, 0.34, 60.0, 138000000000000.0,  20032MASX.C.......:  
IC 0247, 40.03666, -11.73381, 0.028106, 41.0, 0.8, 30.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1033, 40.06716, -8.7769, 0.024275, 8.71, 0.88, 9.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J024016.77+373730.4, 40.06991, 37.62513, 0.001494, -99.99, -99.99, -99.99, -99.99, -- 
[CCP2016] J040.0705+39.0678, 40.07041, 39.06774, 0.0, -99.99, -99.99, -99.99, -99.99, -- 
SDSS J024019.07-082751.6, 40.07949, -8.46435, 0.004927, 2.3, 0.73, 145.0, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J024019.14-082652.8, 40.07978, -8.44803, 0.00464, -99.99, -99.99, -99.99, -99.99, -- 
WISEA J024020.16-082649.1, 40.084, -8.44698, 0.005057, 0.76, 0.69, 9.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J024020.51-082816.4, 40.08549, -8.47125, 0.00445, 1.79, 0.86, 166.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J024020.93-082500.3, 40.08721, -8.41675, 0.00468, -99.99, -99.99, -99.99, -99.99, -- 
SDSS J024023.46-082839.9, 40.09776, -8.47777, 0.004583, 2.35, nan, nan, 477000000000000.0,  2007SDSS6.C...0000:  
WISEA J024023.41-082759.0, 40.09797, -8.46665, 0.004657, 0.88, 0.46, 62.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSS J024023.78-082346.6, 40.09912, -8.3963, 0.004516, 1.81, 0.21, 141.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1042, 40.09989, -8.43351, 0.004573, 8.49, 0.73, 118.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1023, 40.10003, 39.0633, 0.002121, -99.99, -99.99, -99.99, -99.99, -- 
UGC 02157, 40.10485, 38.56321, 0.001628, 34.8, 0.66, 25.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1041, 40.10513, -5.44044, 0.023623, 57.8, 0.78, 45.0, 138000000000000.0,  20032MASX.C.......:  
SDSS J024026.69-082629.4, 40.11122, -8.44153, 0.00448, 0.24, 0.94, 159.0, 477000000000000.0,  2007SDSS6.C...0000:  
SDSSCGB 34106.02, 40.11417, -8.41708, 0.004613, -99.99, -99.99, -99.99, -99.99, -- 
SSTSL2 J024027.80+390440.6, 40.11586, 39.07797, 0.001127, -99.99, -99.99, -99.99, -99.99, -- 
WISEA J024028.37-082609.7, 40.11822, -8.43604, 0.00448, -99.99, -99.99, -99.99, -99.99, -- 
IC 0246, 40.11918, 2.47874, 0.022175, 38.8, 0.66, 60.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1036, 40.12084, 19.29711, 0.002642, 46.4, 0.68, 15.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1045, 40.12138, -11.27754, 0.015497, 82.4, 0.74, 65.0, 138000000000000.0,  20032MASX.C.......:  
IC 1829, 40.13661, 14.29801, 0.04403, 31.4, 0.9, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1047, 40.13699, -8.14757, 0.00474, 13.35, 0.43, 87.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1023D, 40.13777, 38.90047, 0.002333, 19.9, 0.5, nan, 681000000000000.0,  1991RC3.9.C...0000d  
WISEA J024034.73+390524.2, 40.14473, 39.09008, 0.002065, -99.99, -99.99, -99.99, -99.99, -- 
NGC 1048A, 40.14853, -8.54712, 0.037787, 0.56, 0.62, 16.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1023A, 40.15721, 39.0575, 0.002471, 77.3, 0.5, 50.0, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 1048, 40.15814, -8.53332, 0.038713, 5.96, 0.47, 103.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1023C, 40.16576, 39.37961, 0.003017, -99.99, -99.99, -99.99, -99.99, -- 
NGC 1043, 40.19405, 1.34319, 0.023016, 31.2, 0.4, 110.0, 138000000000000.0,  20032MASX.C.......:  
IC 0250, 40.22606, -13.31369, 0.034764, 36.6, 0.66, 170.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1023B, 40.25, 39.07194, 0.001912, 19.9, 1.0, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 0961, 40.26055, -6.93573, 0.00432, 19.52, 0.55, 54.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1044, 40.26535, 8.76875, 0.021208, 33.0, 1.0, nan, 681000000000000.0,  1991RC3.9.C...0000d  
NGC 1052, 40.26999, -8.25576, 0.005204, -99.99, -99.99, -99.99, -99.99, -- 
2MASX J02410514+0055529, 40.2714, 0.93141, 0.008961, 3.73, 0.57, 44.0, 477000000000000.0,  2007SDSS6.C...0000:  
NGC 1044 NED01, 40.27575, 8.73803, 0.020801, 55.6, 0.7, 115.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1044 NED02, 40.28007, 8.7354, 0.021395, -99.99, -99.99, -99.99, -99.99, -- 
NGC 1046, 40.30357, 8.71937, 0.020161, 42.8, 0.94, 130.0, 138000000000000.0,  20032MASX.C.......:  
IC 0251, 40.30771, -14.95779, 0.024917, 19.8, 0.86, 40.0, 138000000000000.0,  20032MASX.C.......:  
UGC 02165, 40.31452, 38.74385, 0.002332, 114.0, 0.74, 160.0, 740000000000000.0,  1973UGC...C...0000N  
NGC 1023 GROUP:[TT2002] 10, 40.34958, 39.92944, 0.001518, -99.99, -99.99, -99.99, -99.99, -- 
IC 0248, 40.35776, 17.81231, 0.02957, 46.6, 0.66, 145.0, 138000000000000.0,  20032MASX.C.......:  
IC 1833, 40.41117, -28.1713, 0.016518, 53.0, 0.6, 70.0, 138000000000000.0,  20032MASX.C.......:  
IC 0252, 40.43806, -14.84824, 0.024197, 33.8, 0.6, 35.0, 138000000000000.0,  20032MASX.C.......:  
NGC 1055, 40.43845, 0.44333, 0.003322, 228.4, 0.48, 103.0, 138000000000000.0,  2003AJ....125..525J  
SDSS J024146.54-082413.5, 40.44394, -8.40378, 0.005964, 2.35, nan, nan, 477000000000000.0,  2007SDSS6.C...0000:  
RCP 29, 40.445, -8.40333, 0.005986, -99.99, -99.99, -99.99, -99.99, -- 
SDSS J024146.90-082350.7, 40.44544, -8.39744, 0.005911, 1.83, 0.53, 70.0, 477000000000000.0,  2007SDSS6.C...0000:  
