

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2025-01-24T13:46:59PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
1619|NGC 0951| 37.23694 | -22.34941 |G|  6102| 0.020354 |UUN |15.25|  0.000|22|3|42|12|8|19|1
1620|NGC 0943| 37.29030 | -10.82815 |G|  4686| 0.015631 |SUN |14.00|  0.000|42|6|43|12|8|3|1
1621|NGC 0942| 37.29290 | -10.83611 |G|  4516| 0.015064 |SUN |14.91|  0.000|37|5|28|9|6|1|1
1622|NGC 0950| 37.29894 | -11.02485 |G|  4692| 0.015651 |SUN |14.48|  0.000|28|1|36|12|7|6|0
1623|IC 1802| 37.30821 |  23.08266 |G|  9583| 0.031965 |SUN |14.55|  0.000|31|0|32|13|11|7|0
1624|IC 1810| 37.36185 | -43.07643 |G|  5428| 0.018106 |SUN |14.16|  0.000|26|2|42|10|7|19|0
1625|NGC 0940| 37.36466 |  31.64103 |G|  5119| 0.017075 |SUN |13.44|  0.000|55|1|44|21|19|7|0
1626|IC 1812| 37.38249 | -42.81138 |G|  5240| 0.017479 |UUN |13.22|  0.000|43|2|45|13|10|20|0
1627|IC 1806| 37.39560 |  22.94321 |G| 10208| 0.034050 |SUN |14.16|  0.000|24|0|28|8|9|2|0
1628|IC 1803| 37.45809 |  23.10852 |G|  9492| 0.031662 |SUN |14.17|  0.000|24|0|33|10|9|4|0
1629|IC 1804| 37.47675 |  23.09706 |G|  9430| 0.031455 |SUN |13.82|  0.000|24|0|33|11|10|4|0
1630|IC 0231| 37.48495 |   1.17909 |G|  6648| 0.022174 |SLS |14.8g|  0.000|39|0|84|20|14|15|0
1631|IC 1807| 37.62918 |  22.94971 |G|  9043| 0.030164 |SUN |14.05|  0.000|24|0|28|8|7|4|0
1632|NGC 0963| 37.63029 |  -4.21575 |G|  1468| 0.004897 |SUN |14.31|  0.000|19|0|31|8|3|3|0
1633|NGC 0955| 37.63808 |  -1.10838 |G|  1482| 0.004943 |S1L |12.93|  0.000|114|3|97|28|26|16|0
1634|IC 1811| 37.65909 | -34.26419 |G|  4865| 0.016228 |UUN |14.34|  0.000|27|3|44|13|9|19|0
1635|NGC 0958| 37.67848 |  -2.93892 |G|  5741| 0.019150 |S1L |11.8B|  0.000|192|5|119|47|33|7|0
1636|NGC 0949| 37.70287 |  37.13645 |G|   609| 0.002031 |SUN |12.40|  0.000|179|7|73|27|21|7|0
1637|IC 1813| 37.70611 | -34.22085 |G|  4480| 0.014944 |UUN |14.19|  0.000|36|4|53|16|12|19|0
1638|NGC 0964| 37.77430 | -36.03462 |G|  4773| 0.015921 |SUN |13.46|  0.000|37|2|44|12|12|18|0
1639|NGC 0953| 37.79081 |  29.58879 |G|  4724| 0.015758 |SUN |14.5 |  0.000|30|0|53|16|8|7|0
1640|IC 0232| 37.79846 |   1.26564 |G|  6341| 0.021152 |SLS |14.3g|  0.000|48|1|65|20|16|9|0
1641|IC 0234| 37.90717 |  -0.14025 |G|  6120| 0.020414 |SLS |15.0g|  0.000|54|1|62|23|20|8|0
1642|NGC 0979| 37.91172 | -44.52435 |G|  5345| 0.017829 |SLS |13.78|  0.000|35|5|41|12|6|19|0
1643|IC 1809| 37.91809 |  22.91717 |G|  5578| 0.018606 |S1L |14.82|  0.000|52|3|41|17|15|7|0
1644|IC 0233| 37.91954 |   2.80993 |G|  8258| 0.027546 |SUN |15.7 |  0.000|11|0|33|7|7|2|0
1645|NGC 0960| 37.92232 |  -9.30042 |G|  4867| 0.016236 |SLS |14.5g|  0.000|43|0|69|16|14|14|0
1646|NGC 0966| 37.94659 | -19.88169 |G| 10100| 0.033690 |SLS |14.33|  0.000|24|1|34|9|5|19|0
1647|IC 1816| 37.96241 | -36.67212 |G|  5080| 0.016945 |SUN |13.66|  0.000|113|6|112|37|35|22|1
1648|NGC 0967| 38.05301 | -17.21684 |G|  8667| 0.028910 |SUN |14.38|  0.000|32|2|35|12|9|17|0
1649|NGC 0959| 38.09984 |  35.49460 |G|   597| 0.001991 |S1L |12.95|  0.000|128|2|100|36|22|7|0
1650|NGC 0965| 38.10466 | -18.63992 |G|  6794| 0.022662 |SUN |14.87|  0.000|15|2|30|9|1|17|1
1651|NGC 0962| 38.16594 |  28.07006 |G|  4608| 0.015371 |SUN |13.93|  0.000|38|1|42|18|11|4|0
1652|NGC 0986A| 38.17272 | -39.29601 |G|  1435| 0.004788 |S1L |13.97|  0.000|46|2|32|17|9|16|0
1653|IC 0235| 38.21160 |  20.64123 |G|  8777| 0.029277 |S1L |14.9 |  0.000|44|2|57|15|14|6|0
1654|UGC 02014| 38.22407 |  38.68047 |G|   565| 0.001885 |SUN |15.65|  0.000|54|3|24|10|3|5|0
1655|IC 0236| 38.23255 |  -0.13120 |G| 16298| 0.054365 |SUN |15.5g|  0.000|39|0|81|19|16|10|0
1656|NGC 0981| 38.24946 | -10.97382 |G|  4541| 0.015147 |SUN |14.54|  0.000|26|0|36|10|7|3|0
1657|NGC 0977| 38.26427 | -10.75987 |G|  4579| 0.015274 |SUN |13.5 |  0.000|59|0|29|11|10|6|0
1658|UGC 02023| 38.32583 |  33.49111 |G|   603| 0.002011 |SUN |13.90|  0.000|102|4|23|18|11|5|0
1659|NGC 0975| 38.34478 |   9.60167 |G|  6110| 0.020381 |S1L |14.07|  0.000|29|1|39|13|10|7|0
1660|IC 0237| 38.38152 |   1.13998 |G|  6259| 0.020877 |SUN |14.7g|  0.000|41|0|99|29|22|12|1
1661|NGC 0986| 38.39299 | -39.04481 |G|  1974| 0.006585 |S1L |12.00|  0.000|201|10|116|25|18|19|0
1662|NGC 0989| 38.44188 | -16.51115 |G|  7485| 0.024967 |SLS |15.1b|  0.000|14|0|32|9|7|3|0
1663|IC 1817 NED01| 38.45667 |  11.20331 |G|  7127| 0.023772 |SUN |14.9 |  0.000|3|0|0|1|1|1|0
1664|IC 1817| 38.45917 |  11.20333 |GPair|  7321| 0.024420 |SUN |     |  0.000|14|0|6|4|4|0|0
1665|IC 1817 NED02| 38.46161 |  11.20341 |G|  7410| 0.024717 |S1L |15.2 |  0.000|18|0|30|10|12|3|0
1666|NGC 0976| 38.50005 |  20.97678 |G|  4296| 0.014330 |S1L |12.6B|  0.000|183|3|82|29|23|8|0
1667|NGC 0968| 38.52590 |  34.47991 |G|  3627| 0.012098 |SUN |13.18|  0.000|39|1|39|14|13|6|0
1668|IC 1818| 38.52976 | -11.04072 |G|  4542| 0.015150 |SLS |15.43|  0.000|11|0|31|6|5|2|0
1669|NGC 0969| 38.53417 |  32.94694 |G|  4508| 0.015037 |UUN |13.27|  0.000|48|2|25|10|9|7|0
1670|NGC 0970 NED02| 38.54876 |  32.97729 |G|  9802| 0.032696 |SLS |11.2K|  0.000|5|0|27|4|2|2|0
1671|NGC 0972| 38.55553 |  29.31136 |G|  1532| 0.005110 |S1L |12.27|  0.000|225|10|102|35|28|8|1
1672|IC 1815| 38.58330 |  32.42944 |G|  4702| 0.015684 |SUN |13.88|  0.000|33|2|37|15|7|7|0
1673|NGC 0973| 38.58379 |  32.50572 |G|  4855| 0.016195 |SUN |13.55|  0.000|147|3|105|51|42|7|0
1674|NGC 0974| 38.60748 |  32.95453 |G|  4500| 0.015010 |SUN |13.47|  0.000|44|1|41|18|12|7|0
1675|NGC 0985 NED01| 38.65272 |  -8.78537 |PofG| 13053| 0.043541 |SLS |16.5g|  0.000|10|0|40|5|5|8|1
1676|NGC 0985 NED02| 38.65715 |  -8.78761 |PofG| 12951| 0.043200 |SUN |14.10|  0.000|3|0|8|3|1|0|1
1677|NGC 0985| 38.65767 |  -8.78779 |G| 12934| 0.043143 |SUN |13.8 |  0.000|360|16|142|54|70|8|1
1678|NGC 0984| 38.67956 |  23.41305 |G|  4355| 0.014527 |UUN |13.80|  0.000|79|2|52|20|15|6|0
1679|NGC 0978A| 38.69575 |  32.84625 |G|  4746| 0.015831 |UUN |13.3 |  0.000|35|1|32|13|8|6|0
1680|NGC 0978| 38.69833 |  32.84361 |GPair|  4735| 0.015794 |SUN |13.3 |  0.000|23|0|5|6|8|0|0
1681|NGC 0978B| 38.70050 |  32.84231 |G|  4336| 0.014462 |SUN |15.5 |  0.000|10|0|0|3|3|2|0
1682|IC 0238| 38.84447 |  12.83779 |G|  6008| 0.020041 |SUN |13.79|  0.000|37|1|35|14|9|7|0
1683|NGC 0988| 38.86560 |  -9.35609 |G|  1510| 0.005037 |UUN |11.50|  0.000|94|4|36|19|18|7|0
1684|NGC 0991| 38.88628 |  -7.15433 |G|  1532| 0.005110 |SUN |13.5g|  0.000|205|5|87|35|25|14|0
1685|IC 1819| 38.92431 |   4.05184 |G|  6393| 0.021325 |SUN |15.0 |  0.000|31|1|39|9|6|2|0
1686|IC 1820| 38.96925 |   6.04048 |G|  9288| 0.030981 |SUN |15.4 |  0.000|6|0|37|8|3|2|0
1687|NGC 0990| 39.07589 |  11.64201 |G|  3508| 0.011701 |SUN |13.48|  0.000|57|0|46|13|8|7|0
1688|NGC 1025| 39.08309 | -54.86412 |G|  6446| 0.021502 |SLS |13.84|  0.000|27|2|49|11|7|18|0
1689|IC 1821 NED01| 39.10589 |  13.78016 |G| 12014| 0.040074 |S1L |15.4 |  0.000|14|0|9|6|4|0|1
1690|IC 0239| 39.11589 |  38.96919 |G|   893| 0.002979 |UUN |11.8B|  0.000|129|7|32|23|10|7|0
1691|NGC 1031| 39.16149 | -54.85984 |G|  5604| 0.018693 |SUN |13.38|  0.000|31|2|55|11|8|18|0
1692|NGC 0993| 39.19188 |   2.05037 |G|  6912| 0.023056 |UUN |14.56|  0.000|35|0|34|10|8|7|0
1693|NGC 0987| 39.20676 |  33.32725 |G|  4567| 0.015234 |SLS |13.41|  0.000|54|0|52|18|14|7|0
1694|NGC 0997 NED02| 39.31033 |   7.30569 |G|  6499| 0.021678 |SUN |14.6 |  0.000|22|1|29|12|8|2|0
1695|NGC 0998| 39.31876 |   7.33574 |G|  6547| 0.021838 |SUN |14.6 |  0.000|16|0|27|7|6|2|0
1696|WISEA J023718.59+385558.8| 39.32746 |  38.93302 |G|   438| 0.001461 |SUN |14.9R|  0.000|4|0|13|5|1|0|0
1697|NGC 0992| 39.35625 |  21.10094 |G|  4132| 0.013783 |S1L |13.65|  0.000|153|7|117|44|30|7|0
1698|UGC 02103 NOTES01| 39.36773 |  21.14204 |G|  4140| 0.013810 |S1L |15.6 |  0.000|44|4|60|11|12|4|0
1699|NGC 1006| 39.39523 | -11.02518 |G|  4588| 0.015304 |SUN |14.50|  0.000|26|1|28|8|9|4|0
1700|NGC 1011| 39.41206 | -11.00552 |G|  4754| 0.015858 |SUN |13.3R|  0.000|19|1|27|5|6|4|0
1701|NGC 1004| 39.42412 |   1.97530 |G|  6476| 0.021600 |SUN |13.71|  0.000|80|2|57|21|17|8|0
1702|NGC 1017| 39.45759 | -11.01013 |G|  4876| 0.016265 |SUN |14.5 |  0.000|18|1|28|6|6|4|0
1703|NGC 1013| 39.46024 | -11.50726 |G|  8264| 0.027566 |SUN |14.97|  0.000|14|0|27|5|5|3|0
1704|NGC 1007| 39.46757 |   2.15587 |G|  7072| 0.023590 |UUN |15.7 |  0.000|7|0|32|7|2|4|0
1705|IC 0241| 39.47704 |   2.32802 |G|  6946| 0.023169 |UUN |14.30|  0.000|25|1|36|12|9|6|0
1706|NGC 1008| 39.48039 |   2.07978 |G|  6594| 0.021995 |SUN |14.63|  0.000|39|1|34|11|9|7|0
1707|NGC 1018| 39.54318 |  -9.54381 |G| 13231| 0.044134 |SLS |15.38|  0.000|20|0|31|9|7|6|0
1708|NGC 1015| 39.54812 |  -1.31876 |G|  2629| 0.008769 |UUN |12.9B|  0.000|147|0|40|21|23|9|0
1709|WISEA J023813.64+015130.9| 39.55685 |   1.85859 |G|  5396| 0.018000 |UUN |18.00|  0.000|3|0|19|4|2|0|0
1710|NGC 1034| 39.55829 | -15.80872 |G|  1463| 0.004881 |S1L |14.56|  0.000|32|0|36|12|11|3|0
1711|WISEA J023816.10+015551.5| 39.56709 |   1.93098 |G|  6040| 0.020147 |S1L |17.23|  0.000|12|0|38|10|7|2|0
1712|NGC 1009| 39.57943 |   2.31002 |G|  5825| 0.019430 |S1L |15.21|  0.000|39|1|46|17|11|7|0
1713|NGC 1016| 39.58157 |   2.11931 |G|  6485| 0.021630 |SLS |12.61|  0.000|101|3|63|23|15|7|0
1714|CGCG 388-080| 39.60597 |   1.96868 |G|  5995| 0.019997 |S1L |15.6 |  0.000|28|0|45|15|10|2|0
1715|WISEA J023826.64+015848.5| 39.61101 |   1.98016 |G| 21275| 0.070967 |SLS |17.58|  0.000|5|0|29|7|5|2|0
1716|NGC 1019| 39.61425 |   1.90773 |G|  7297| 0.024340 |UUN |14.34|  0.000|90|1|43|14|12|7|0
1717|IC 0243| 39.63403 |  -6.90208 |G|  7217| 0.024073 |SUN |15.03|  0.000|22|0|46|14|4|6|0
1718|NGC 1022| 39.63631 |  -6.67721 |G|  1453| 0.004847 |SUN |12.09|  0.000|229|7|88|28|16|7|0
1719|IC 1823| 39.65411 |  32.06967 |G|  5189| 0.017309 |S1L |14.2 |  0.000|42|1|40|14|9|9|0
1720|NGC 1020| 39.68474 |   2.23126 |G|  7083| 0.023626 |UUN |15.14|  0.000|21|0|30|11|7|4|0
1721|NGC 1021| 39.70017 |   2.21759 |G|  5772| 0.019253 |SUN |15.02|  0.000|20|0|29|10|6|4|0
1722|IC 0245| 39.72762 | -14.30558 |G|  4558| 0.015204 |SUN |15.1b|  0.000|28|1|32|12|9|3|0
1723|IC 1825| 39.73182 |   9.09738 |G|  5125| 0.017095 |SUN |14.55|  0.000|63|1|56|21|20|5|0
1724|NGC 0983| 39.73191 |  34.62231 |G|  4721| 0.015748 |S1L |13.94|  0.000|52|1|52|20|13|7|0
1725|IC 1826| 39.76484 | -27.44304 |G|  1410| 0.004703 |S1L |13.2 |  0.000|88|8|61|22|16|19|0
1726|NGC 1024| 39.79986 |  10.84681 |G|  3538| 0.011801 |S1L |13.08|  0.000|107|2|56|16|16|8|0
1727|NGC 1012| 39.81204 |  30.15164 |G|   964| 0.003216 |UUN |13.00|  0.000|117|3|78|38|30|7|0
1728|SMDG J0239150-080657| 39.81270 |  -8.11589 |G|  1451| 0.004840 |SUN |     |  0.000|23|0|0|7|3|0|0
1729|NGC 1026| 39.83005 |   6.54399 |G|  4179| 0.013940 |SUN |13.55|  0.000|44|1|43|15|10|8|0
1730|NGC 1032| 39.84857 |   1.09381 |G|  2743| 0.009150 |S1L |12.1B|  0.000|125|3|58|23|19|8|0
1731|IC 0244| 39.85309 |   2.72890 |G|  6761| 0.022552 |UUN |15.3 |  0.000|13|0|29|7|5|3|0
1732|WISEA J023926.88+011619.5| 39.86202 |   1.27210 |G|  2696| 0.008994 |SLS |16.8g|  0.000|8|0|34|9|5|4|1
1733|NGC 1035| 39.87145 |  -8.13328 |G|  1288| 0.004296 |SLS |12.89|  0.000|220|4|67|28|27|9|0
1734|NGC 1029| 39.90230 |  10.79325 |G|  3635| 0.012125 |SUN |14.09|  0.000|56|1|44|11|10|6|0
1735|NGC 1028| 39.90475 |  10.84366 |G|  8598| 0.028680 |S1L |15.3 |  0.000|36|0|38|13|12|3|0
1736|IC 1827| 39.94358 |   1.55837 |G|  5904| 0.019694 |SUN |14.63|  0.000|32|1|36|11|8|6|0
1737|MATLAS 0191| 39.94542 |  39.04806 |G|   487| 0.001624 |S1L |20.7R|  0.000|3|0|0|3|1|0|0
1738|NGC 1030| 39.96070 |  18.02428 |G|  8548| 0.028513 |S1L |14.22|  0.000|55|2|50|20|17|7|0
1739|NGC 1038| 40.02624 |   1.50884 |G|  4372| 0.014583 |SUN |14.37|  0.000|40|1|40|13|12|7|0
1740|IC 0247| 40.03666 | -11.73381 |G|  8426| 0.028106 |SUN |14.57|  0.000|20|0|32|9|8|6|0
1741|NGC 1033| 40.06716 |  -8.77690 |G|  7277| 0.024275 |SLS |14.4g|  0.000|61|0|75|18|17|14|0
1742|WISEA J024016.77+373730.4| 40.06991 |  37.62513 |G|   448| 0.001494 |UUN |17.3R|  0.000|2|0|17|3|1|0|0
1743|[CCP2016] J040.0705+39.0678| 40.07041 |  39.06774 |*Cl|     0| 0.000000 |UUN |     |  0.000|2|0|0|2|1|0|0
1744|SDSS J024019.07-082751.6| 40.07949 |  -8.46435 |G|  1477| 0.004927 |UUN |19.7g|  0.000|1|0|15|3|1|4|0
1745|WISEA J024019.14-082652.8| 40.07978 |  -8.44803 |HII|  1391| 0.004640 |UUN |16.7r|  0.000|3|0|12|3|2|0|0
1746|WISEA J024020.16-082649.1| 40.08400 |  -8.44698 |G|  1516| 0.005057 |UUN |20.1g|  0.000|1|0|27|3|1|4|0
1747|SDSS J024020.51-082816.4| 40.08549 |  -8.47125 |G|  1334| 0.004450 |UUN |19.5g|  0.000|1|0|15|3|2|4|0
1748|SDSS J024020.93-082500.3| 40.08721 |  -8.41675 |HII|  1403| 0.004680 |UUN |15.7r|  0.000|3|0|0|2|1|0|0
1749|SDSS J024023.46-082839.9| 40.09776 |  -8.47777 |G|  1374| 0.004583 |UUN |21.2g|  0.000|1|0|15|3|2|4|0
1750|WISEA J024023.41-082759.0| 40.09797 |  -8.46665 |G|  1396| 0.004657 |UUN |20.2g|  0.000|1|0|27|3|1|4|0
1751|SDSS J024023.78-082346.6| 40.09912 |  -8.39630 |G|  1354| 0.004516 |UUN |21.7g|  0.000|1|0|15|2|1|3|0
1752|NGC 1042| 40.09989 |  -8.43351 |G|  1371| 0.004573 |S1L |11.5B|  0.000|264|10|124|40|30|15|0
1753|NGC 1023| 40.10003 |  39.06330 |G|   636| 0.002121 |SUN |10.35|  0.000|556|15|170|44|29|11|1
1754|UGC 02157| 40.10485 |  38.56321 |G|   488| 0.001628 |SUN |14.68|  0.000|30|0|31|18|9|7|0
1755|NGC 1041| 40.10513 |  -5.44044 |G|  7082| 0.023623 |SUN |14.26|  0.000|33|0|32|14|10|5|0
1756|SDSS J024026.69-082629.4| 40.11122 |  -8.44153 |G|  1343| 0.004480 |UUN |19.5g|  0.000|1|0|15|2|1|4|0
1757|SDSSCGB 34106.02| 40.11417 |  -8.41708 |G|  1383| 0.004613 |UUN |15.7r|  0.000|2|0|0|3|2|0|0
1758|SSTSL2 J024027.80+390440.6| 40.11586 |  39.07797 |*Cl|   338| 0.001127 |SLS |     |  0.000|3|0|12|4|2|0|0
1759|WISEA J024028.37-082609.7| 40.11822 |  -8.43604 |HII|  1343| 0.004480 |UUN |16.5r|  0.000|4|0|12|3|2|0|0
1760|IC 0246| 40.11918 |   2.47874 |G|  6648| 0.022175 |UUN |15.5 |  0.000|18|0|30|9|8|4|0
1761|NGC 1036| 40.12084 |  19.29711 |G|   792| 0.002642 |S1L |13.75|  0.000|124|7|105|23|24|8|0
1762|NGC 1045| 40.12138 | -11.27754 |G|  4646| 0.015497 |UUN |13.52|  0.000|38|2|34|10|8|5|0
1763|IC 1829| 40.13661 |  14.29801 |G| 13200| 0.044030 |SUN |15.7 |  0.000|13|0|33|8|6|2|0
1764|NGC 1047| 40.13699 |  -8.14757 |G|  1421| 0.004740 |SLS |14.3g|  0.000|73|2|82|24|14|14|0
1765|NGC 1023D| 40.13777 |  38.90047 |G|   699| 0.002333 |S1L |16.92|  0.000|24|0|21|13|5|2|0
1766|WISEA J024034.73+390524.2| 40.14473 |  39.09008 |VisS|   619| 0.002065 |SLS |19.0V|  0.000|4|0|18|6|2|0|0
1767|NGC 1048A| 40.14853 |  -8.54712 |G| 11328| 0.037787 |SLS |15.5B|  0.000|56|3|87|24|21|17|1
1768|NGC 1023A| 40.15721 |  39.05750 |G|   741| 0.002471 |S1L |14.5B|  0.000|41|0|13|12|8|2|0
1769|NGC 1048| 40.15814 |  -8.53332 |G| 11606| 0.038713 |SLS |14.8g|  0.000|51|2|75|19|17|14|1
1770|NGC 1023C| 40.16576 |  39.37961 |G|   904| 0.003017 |S1L |17.10|  0.000|20|0|14|9|4|0|0
1771|NGC 1043| 40.19405 |   1.34319 |G|  6900| 0.023016 |UUN |15.7 |  0.000|15|0|36|9|5|2|0
1772|IC 0250| 40.22606 | -13.31369 |G| 10422| 0.034764 |SLS |15   |  0.000|14|1|28|7|4|4|0
1773|NGC 1023B| 40.25000 |  39.07194 |G|   573| 0.001912 |S1L |17.04|  0.000|15|0|1|8|5|2|0
1774|NGC 0961| 40.26055 |  -6.93573 |G|  1295| 0.004320 |UUN |13.4g|  0.000|59|2|53|20|10|7|0
1775|NGC 1044| 40.26535 |   8.76875 |GPair|  6358| 0.021208 |SUN |14.4 |  0.000|64|2|22|6|3|4|0
1776|NGC 1052| 40.26999 |  -8.25576 |G|  1560| 0.005204 |SLS |12.08|  0.000|1054|25|335|107|116|10|0
1777|2MASX J02410514+0055529| 40.27140 |   0.93141 |G|  2686| 0.008961 |SLS |16.0g|  0.000|21|0|51|10|8|10|0
1778|NGC 1044 NED01| 40.27575 |   8.73803 |G|  6236| 0.020801 |SUN |15.05|  0.000|33|0|40|21|12|2|0
1779|NGC 1044 NED02| 40.28007 |   8.73540 |G|  6414| 0.021395 |SUN |     |  0.000|4|0|26|5|1|0|0
1780|NGC 1046| 40.30357 |   8.71937 |G|  6044| 0.020161 |SUN |14.8 |  0.000|27|1|37|11|6|3|0
1781|IC 0251| 40.30771 | -14.95779 |G|  7470| 0.024917 |SLS |15.3b|  0.000|16|0|28|9|8|4|0
1782|UGC 02165| 40.31452 |  38.74385 |G|   699| 0.002332 |SUN |16.0 |  0.000|14|0|21|11|4|3|0
1783|NGC 1023 GROUP:[TT2002] 10| 40.34958 |  39.92944 |G|   455| 0.001518 |UUN?|19.3R|  0.000|2|0|1|1|1|0|0
1784|IC 0248| 40.35776 |  17.81231 |G|  8865| 0.029570 |S1L |14.32|  0.000|35|1|47|17|13|7|0
1785|IC 1833| 40.41117 | -28.17130 |G|  4952| 0.016518 |SUN |14.28|  0.000|36|1|48|16|10|19|0
1786|IC 0252| 40.43806 | -14.84824 |G|  7254| 0.024197 |SUN |15.35|  0.000|16|0|28|9|8|2|0
1787|NGC 1055| 40.43845 |   0.44333 |G|   996| 0.003322 |S1L |11.40|  0.000|331|10|105|40|29|8|0
1788|SDSS J024146.54-082413.5| 40.44394 |  -8.40378 |G|  1788| 0.005964 |MUN |19.2g|  0.000|1|0|15|2|2|4|1
1789|RCP 29| 40.44500 |  -8.40333 |G|  1795| 0.005986 |MUN |     |  0.000|65|0|0|10|7|0|0
1790|SDSS J024146.90-082350.7| 40.44544 |  -8.39744 |G|  1772| 0.005911 |MUN |20.8g|  0.000|1|0|15|2|2|4|1
1791|SDSS J024147.34-082344.9| 40.44729 |  -8.39582 |G|    22| 0.000073 |MST |21.9g|  0.000|1|0|15|2|2|4|0
1792|WISEA J024157.36+000944.1| 40.48904 |   0.16225 |QSO|   -40|-0.000133 |SLS |20.5r|  0.000|24|0|43|10|10|8|1
1793|IC 1832| 40.49028 |  19.03016 |G| 10092| 0.033663 |SUN |15.1 |  0.000|18|0|31|7|6|4|0
1794|IC 0254| 40.52072 | -15.10661 |G|  7477| 0.024941 |UUN |16.61|  0.000|4|0|32|8|3|2|0
1795|IC 0253| 40.52395 | -15.04682 |G|  7328| 0.024444 |SUN |15.16|  0.000|18|1|27|8|7|3|0
1796|NGC 1065| 40.52618 | -15.09148 |G|  7397| 0.024674 |SUN |15.09|  0.000|19|1|33|10|9|4|0
1797|NGC 1063| 40.54200 |  -5.56839 |G|  9243| 0.030831 |UUN |14.44|  0.000|25|0|39|14|10|6|0
1798|NGC 1054| 40.56570 |  18.21733 |G|  9760| 0.032556 |SUN |14.57|  0.000|36|0|42|15|13|6|0
1799|NGC 1064| 40.59803 |  -9.36226 |G|  9255| 0.030871 |SUN |15.11|  0.000|21|0|50|9|4|10|0
1800|NGC 1050| 40.64834 |  34.76353 |G|  3909| 0.013038 |MUN |13.47|  0.000|93|2|72|23|19|7|0
1801|SDSS J024239.86-000058.6| 40.66610 |  -0.01629 |HII|  1262| 0.004208 |SLS |     |  0.000|6|0|2|5|3|0|0
1802|SDSS J024240.36-000037.9| 40.66825 |  -0.01053 |PofG|  1256| 0.004190 |UUN |     |  0.000|3|0|23|3|1|5|0
1803|MESSIER 077| 40.66960 |  -0.01329 |G|  1137| 0.003793 |SUN | 9.61|  0.000|2702|61|612|146|151|14|0
1804|IC 1834| 40.70045 |   3.08413 |G| 13983| 0.046642 |SUN |14.85|  0.000|21|1|30|11|6|7|0
1805|NGC 1056| 40.70114 |  28.57403 |G|  1475| 0.004920 |UUN |13.32|  0.000|180|5|124|52|53|7|0
1806|SDSS J024249.33-000202.9| 40.70555 |  -0.03414 |HII|  1043| 0.003480 |SLS |19.4g|  0.000|2|0|15|2|1|4|0
1807|NGC 1069| 40.74925 |  -8.28955 |G|  9462| 0.031562 |SLS |14.1g|  0.000|52|0|84|23|18|14|0
1808|NGC 1057| 40.76199 |  32.49121 |G|  5786| 0.019300 |SUN |15.22|  0.000|24|1|41|13|4|7|0
1809|NGC 1071| 40.78267 |  -8.77381 |G| 11297| 0.037684 |SLS |15.41|  0.000|25|0|33|11|7|6|0
1810|NGC 1060| 40.81282 |  32.42492 |G|  5081| 0.016948 |SLS |13.00|  0.000|121|1|58|41|32|7|0
1811|NGC 1061| 40.81576 |  32.46683 |G|  4026| 0.013429 |SUN |15.02|  0.000|42|1|46|16|9|6|0
1812|NGC 1070| 40.84275 |   4.96843 |G|  4088| 0.013636 |SUN |12.72|  0.000|74|1|40|25|23|7|0
1813|IC 1836| 40.84782 |   3.10533 |G|  6780| 0.022616 |S1L |15.6 |  0.000|11|0|32|9|4|3|0
1814|NGC 1076| 40.87188 | -14.75409 |G|  2103| 0.007015 |SUN |13.71|  0.000|53|0|38|19|15|6|0
1815|NGC 1058| 40.87513 |  37.34127 |G|   520| 0.001735 |S1L |11.2V|  0.000|517|10|125|45|38|7|0
1816|NGC 1072| 40.88052 |   0.30683 |G|  7995| 0.026669 |SLS |14.1g|  0.000|78|0|89|30|26|15|0
1817|NGC 1075| 40.88992 | -16.20108 |G|  7661| 0.025554 |SUN |15   |  0.000|11|0|38|9|3|3|0
1818|NGC 1074| 40.90056 | -16.29703 |G|  7662| 0.025558 |SUN |15.18|  0.000|24|1|36|9|8|5|0
1819|NGC 1073| 40.91883 |   1.37614 |G|  1203| 0.004013 |SUN |11.47|  0.000|357|14|90|32|19|8|0
1820|NGC 1105| 40.92497 | -15.70552 |G|  7738| 0.025811 |SUN |15.44|  0.000|17|1|32|9|7|4|0
1821|NGC 1079| 40.93472 | -29.00325 |G|  1452| 0.004843 |UUN |12.74|  0.000|157|9|96|22|15|19|0
1822|IC 1835| 40.95479 |  14.88958 |GGroup| 13907| 0.046389 |SUN |15.7 |  0.000|10|1|1|2|1|0|0
1823|NGC 1096| 40.95532 | -59.91342 |G|  6483| 0.021625 |S1L |13.49|  0.000|37|2|50|14|9|18|0
1824|NGC 1066| 40.95791 |  32.47503 |G|  4346| 0.014497 |SUN |14.25|  0.000|39|1|41|18|6|6|0
1825|NGC 1067| 40.96063 |  32.51197 |G|  4528| 0.015104 |S1L |14.55|  0.000|56|1|43|14|13|8|0
1826|NGC 1078| 41.03344 |  -9.45239 |G|  8788| 0.029314 |SLS |15.32|  0.000|19|0|31|8|7|4|0
1827|IC 1839| 41.17869 |  15.24018 |G|  7515| 0.025067 |S1L |15.04|  0.000|36|0|38|15|12|7|0
