# name, ra, dec, redshift 
IC 2178, 106.90686, 32.51252, 0.024760 
NGC 2339, 107.08556, 18.78019, 0.007519 
NGC 2333, 107.08897, 35.17000, 0.015781 
NGC 2341, 107.30025, 20.60318, 0.017229 
NGC 2342, 107.32533, 20.63605, 0.017649 
IC 2180, 107.83145, 26.37149, 0.017672 
IC 2181, 108.29304, 18.99601, 0.016575 
NGC 2350, 108.30088, 12.26608, 0.006261 
IC 2182, 108.54595, 18.94499, 0.041712 
NGC 2369, 109.15694, -62.34346, 0.010807 
NGC 2357, 109.42092, 23.35689, 0.007589 
NGC 2369A, 109.68153, -62.93640, 0.010497 
NGC 2381, 109.98869, -63.06700, 0.010436 
NGC 2369B, 110.12359, -62.05399, 0.010107 
NGC 2397A, 110.28289, -69.11524, 0.014732 
NGC 2397, 110.33300, -69.00135, 0.004520 
NGC 2397B, 110.48168, -68.84599, 0.004590 
NGC 2365, 110.59392, 22.08333, 0.007595 
IC 2188, 110.67994, 21.51308, 0.028356 
IC 2187, 110.68043, 21.48341, 0.027419 
IC 2186, 110.69910, 21.52931, 0.029284 
IC 2185, 110.81690, 32.49523, 0.015107 
NGC 2380, 110.97776, -27.52882, 0.005944 
NGC 2377, 111.23674, -9.65925, 0.008189 
NGC 2370, 111.25702, 23.78312, 0.018346 
NGC 2376, 111.64974, 23.07300, 0.018036 
NGC 2373, 111.65405, 33.82377, 0.025971 
NGC 2375, 111.78959, 33.83200, 0.026215 
NGC 2379, 111.85940, 33.81136, 0.013469 
IC 2202, 111.97860, -67.57427, 0.012011 
IC 2200A, 112.02649, -62.36310, 0.010814 
IC 2200, 112.07311, -62.35294, 0.010834 
NGC 2385, 112.11734, 33.83800, 0.013870 
NGC 2388, 112.22278, 33.81912, 0.013786 
NGC 2387 NED01, 112.24140, 36.87990, 0.066850 
NGC 2387 NED02, 112.24740, 36.87431, 0.065685 
NGC 2388E, 112.26937, 33.86075, 0.013156 
IC 2190, 112.47627, 37.45172, 0.035631 
NGC 2393, 112.51949, 34.02781, 0.016298 
NGC 2417, 112.55030, -62.25259, 0.010704 
NGC 2398, 112.56745, 24.48789, 0.029724 
IC 2191, 112.57257, 24.32775, 0.031328 
NGC 2402 NED01, 112.69405, 9.64688, 0.017679 
NGC 2402 NED02, 112.69946, 9.65325, 0.017435 
NGC 2406, 112.94903, 18.28800, 0.027662 
NGC 2407, 112.98617, 18.33307, 0.028029 
NGC 2405, 113.05825, 25.90639, 0.018890 
IC 2192, 113.33479, 31.36144, 0.016778 
IC 2193, 113.34887, 31.48353, 0.016748 
IC 2194, 113.41747, 31.33444, 0.014487 
IC 2196, 113.54070, 31.40582, 0.015818 
IC 2198, 113.54631, 23.96633, 0.018066 
IC 2197, 113.60535, 31.42228, 0.015834 
NGC 2411, 113.65136, 18.28154, 0.016542 
NGC 2434, 113.71325, -69.28412, 0.004637 
IC 2199, 113.73195, 31.27615, 0.015544 
NGC 2410, 113.75936, 32.82216, 0.015467 
NGC 2416, 113.92313, 11.61195, 0.017062 
IC 2201, 114.07002, 33.12271, 0.015694 
NGC 2442, 114.09920, -69.53081, 0.004890 
NGC 2427, 114.11681, -47.63640, 0.003242 
2MASS J07363441-6931085, 114.14341, -69.51905, 0.004250 
NGC 2418, 114.15643, 17.88386, 0.016802 
PGC1 0021373 NED009, 114.16958, -69.44417, 0.005330 
NGC 2415, 114.23658, 35.24189, 0.012619 
NGC 2419, 114.53275, 38.88014, -0.000067 
UGC 03954, 114.97988, 39.04122, 0.010634 
IC 2203, 115.13999, 34.23008, 0.015117 
NGC 2424, 115.16373, 39.23336, 0.011155 
SDSS J074105.29+390952.2, 115.27205, 39.16451, 0.009206 
IC 2204, 115.32550, 34.23219, 0.015524 
NGC 2435, 116.05662, 31.65111, 0.014026 
NGC 2466, 116.31632, -71.41035, 0.017722 
IC 0474, 116.53046, 26.50512, 0.027218 
NGC 2445 [ASR92] B, 116.72058, 39.01424, 0.013646 
NGC 2444, 116.72110, 39.03194, 0.013503 
NGC 2445 [ASR92] C, 116.72203, 39.00503, 0.013783 
IC 2205, 116.72741, 26.87238, 0.015769 
NGC 2445, 116.72957, 39.01512, 0.013349 
NGC 2445 [ASR92] D, 116.73046, 39.00715, 0.014200 
IC 0475, 116.78849, 30.48885, 0.014927 
IC 0476, 116.81828, 26.95104, 0.015894 
NGC 2449, 116.83457, 26.93023, 0.016311 
NGC 2450, 116.88442, 27.01910, 0.016118 
IC 2207, 117.46199, 33.96204, 0.015998 
NGC 2454, 117.64590, 16.36856, 0.016154 
IC 0477, 118.02890, 23.48302, 0.045211 
IC 2208, 118.03261, 27.48394, 0.026802 
IC 0478, 118.42326, 26.49267, 0.037423 
NGC 2470, 118.58652, 4.45977, 0.013513 
IC 0479, 118.59249, 27.00866, 0.026618 
IC 0480, 118.84658, 26.74359, 0.015208 
NGC 2502, 118.96477, -52.30686, 0.003551 
NGC 2476, 119.18828, 39.92787, 0.012511 
NGC 2485, 119.20275, 7.47795, 0.015341 
NGC 2480, 119.29358, 23.77960, 0.007822 
NGC 2481, 119.30730, 23.76777, 0.007195 
IC 2211, 119.44032, 32.55809, 0.017864 
NGC 2486, 119.48539, 25.16089, 0.015507 
NGC 2487, 119.58532, 25.14920, 0.016101 
NGC 2491, 119.61408, 7.98383, 0.039290 
NGC 2484, 119.61712, 37.78661, 0.040825 
NGC 2501, 119.62518, -14.35423, 0.007222 
NGC 2496, 119.65561, 8.02974, 0.031875 
NGC 2499, 119.71545, 7.49332, 0.032619 
IC 2212, 119.73835, 32.61226, 0.028279 
IC 0481, 119.76204, 24.16069, 0.016014 
IC 2213, 119.77731, 27.46407, 0.022595 
NGC 2494, 119.77966, -0.63795, 0.011862 
NGC 2490, 119.82442, 27.07792, 0.022709 
NGC 2492, 119.87383, 27.02647, 0.022181 
NGC 2498, 119.91178, 24.98234, 0.015744 
IC 0482, 119.94701, 25.35688, 0.026691 
NGC 2504, 119.96792, 5.60811, 0.008733 
IC 2214, 119.97419, 33.29057, 0.019721 
IC 0484, 120.00449, 26.66586, 0.027067 
IC 0485, 120.08231, 26.70139, 0.027827 
IC 0486, 120.08740, 26.61351, 0.026738 
NGC 2493, 120.09852, 39.83041, 0.012974 
NGC 2495, 120.13813, 39.83999, 0.028089 
NGC 2503, 120.15284, 22.40005, 0.018379 
IC 2217, 120.20722, 27.50019, 0.017340 
NGC 2507, 120.40504, 15.70984, 0.015220 
IC 2218, 120.41036, 24.43240, 0.043160 
NGC 2508, 120.48840, 8.55189, 0.014416 
NGC 2510, 120.54449, 9.48592, 0.013307 
NGC 2511, 120.56250, 9.39438, 0.014900 
NGC 2513, 120.60278, 9.41353, 0.015561 
IC 2219, 120.65210, 27.43758, 0.017429 
NGC 2517, 120.69612, -12.31786, 0.004923 
NGC 2514, 120.70691, 15.80828, 0.016177 
NGC 2512, 120.78281, 23.39182, 0.015684 
IC 0490, 120.83387, 25.81142, 0.059492 
IC 0491, 120.97919, 26.52053, 0.021648 
IC 2221, 121.28315, 37.45063, 0.089359 
IC 2222, 121.31157, 37.47266, 0.032898 
IC 2225, 121.36717, 35.94670, 0.033019 
NGC 2525, 121.40854, -11.42700, 0.005270 
IC 0492, 121.41112, 26.16817, 0.017195 
IC 2223, 121.45965, 37.46008, 0.034214 
IC 2226, 121.54669, 12.54351, 0.036202 
NGC 2522, 121.55602, 17.70658, 0.015698 
IC 0494, 121.60047, 1.03602, 0.015197 
NGC 2526, 121.74431, 8.00383, 0.015354 
IC 2227, 121.77993, 36.23348, 0.032314 
NGC 2528, 121.85380, 39.19448, 0.013106 
IC 0493, 121.86487, 25.13401, 0.020663 
NGC 2530, 121.98172, 17.81859, 0.016772 
NGC 2524, 122.03999, 39.15742, 0.013066 
IC 0495, 122.08095, 9.01389, 0.052431 
IC 0498, 122.37621, 5.28069, 0.033833 
IC 0496, 122.43406, 25.88161, 0.024994 
IC 0497, 122.52525, 24.92212, 0.013906 
SN 2002hn, 122.56229, 33.95539, 0.017562 
NGC 2532, 122.56327, 33.95660, 0.017506 
IC 2230, 122.73568, 25.68475, 0.025410 
IC 2231, 122.75673, 5.08744, 0.029607 
NGC 2535, 122.80620, 25.20687, 0.013666 
NGC 2536, 122.81633, 25.17936, 0.013739 
SN 2014ds, 122.81854, 25.17983, 0.013570 
NGC 2538, 122.84612, 3.63317, 0.013339 
IC 0500, 123.16492, -16.05071, 0.015204 
NGC 2540, 123.19362, 26.36181, 0.021015 
NGC 2543, 123.24144, 36.25455, 0.007996 
IC 2234, 123.46505, 35.49293, 0.054323 
IC 2239, 123.52830, 23.86636, 0.020394 
NGC 2545, 123.55896, 21.35546, 0.011291 
IC 2247, 123.99601, 23.19955, 0.014325 
IC 2248, 124.02003, 23.13401, 0.013797 
IC 2250, 124.13395, 23.63294, 0.013193 
IC 2253, 124.14117, 21.40992, 0.015617 
IC 2249, 124.14361, 24.49369, 0.029677 
IC 2254, 124.18959, 24.78018, 0.024886 
IC 2256, 124.22675, 24.17703, 0.006978 
NGC 2559, 124.27535, -27.45555, 0.005200 
CGCG 119-028, 124.35587, 21.16332, 0.007225 
UGC 04308, 124.35756, 21.68548, 0.011895 
WISEA J081726.74+214522.3, 124.36142, 21.75621, 0.040787 
CGCG 119-030, 124.36707, 21.18103, 0.007368 
WISEA J081732.48+205232.6, 124.38534, 20.87574, 0.043650 
NGC 2553, 124.39584, 20.90310, 0.015580 
WISEA J081742.90+211415.8, 124.42875, 21.23772, 0.099953 
CGCG 119-034, 124.46824, 21.11052, 0.037683 
NGC 2554, 124.47295, 23.47222, 0.013870 
NGC 2555, 124.48513, 0.74567, 0.014693 
WISEA J081758.10+210824.9, 124.49210, 21.14026, 0.028401 
IC 2267, 124.50681, 24.73518, 0.006948 
IC 2268, 124.52737, 24.79654, 0.006624 
IC 2269, 124.53642, 23.04764, 0.013276 
IC 2271, 124.58218, 24.52688, 0.007377 
CGCG 119-040, 124.60744, 20.78755, 0.016124 
UGC 04324, 124.62317, 20.76133, 0.016060 
NGC 2564, 124.62509, -21.81608, 0.016892 
WISEA J081834.84+204011.8, 124.64520, 20.66996, 0.071248 
NGC 2566, 124.69001, -25.49946, 0.005460 
IC 2311, 124.69137, -25.36962, 0.006151 
IC 0501, 124.69830, 24.53746, 0.024877 
CGCG 119-043, 124.70475, 21.21815, 0.014838 
2MASX J08185074+2102493, 124.71137, 21.04709, 0.073324 
NGC 2556, 124.75357, 20.93697, 0.015345 
UGC 04329, 124.75797, 21.18573, 0.013673 
WISEA J081903.14+204026.7, 124.76309, 20.67410, 0.078539 
WISEA J081904.12+204959.5, 124.76699, 20.83333, 0.097969 
CGCG 119-047, 124.77119, 21.79137, 0.015030 
WISEA J081905.45+211447.9, 124.77274, 21.24666, 0.016125 
WISEA J081905.82+210901.4, 124.77429, 21.15039, 0.079553 
NGC 2557, 124.79481, 21.43579, 0.016126 
NGC 2558, 124.80320, 20.51065, 0.016610 
CGCG 119-051, 124.80447, 20.75749, 0.016772 
IC 2282, 124.81469, 24.79268, 0.015514 
IC 2290, 124.81606, 19.31328, 0.018980 
CGCG 119-053, 124.83254, 21.05883, 0.016165 
IC 2288, 124.84315, 23.74722, 0.015326 
2MASX J08192287+2102505, 124.84548, 21.04745, 0.093622 
WISEA J081924.29+210012.9, 124.85123, 21.00358, 0.013029 
WISEA J081925.03+214346.5, 124.85431, 21.72960, 0.092875 
IC 2293, 124.88384, 21.39429, 0.013643 
WISEA J081936.06+211428.9, 124.90027, 21.24137, 0.015231 
NGC 2561, 124.90406, 4.65724, 0.013763 
UGC 04332, 124.90783, 21.11430, 0.018477 
2MASX J08193806+2117071, 124.90869, 21.28537, 0.015160 
2MASX J08193880+2103521, 124.91176, 21.06441, 0.014105 
2MFGC 06579, 124.92240, 21.33666, 0.081837 
WISEA J081942.98+205839.3, 124.92912, 20.97759, 0.095002 
WISEA J081943.50+210212.4, 124.93126, 21.03680, 0.093623 
SDSS J081948.05+211408.1, 124.95024, 21.23560, 0.006532 
NGC 2565, 124.95129, 22.03141, 0.011948 
NGC 2560, 124.96646, 20.98499, 0.016288 
CGCG 119-059, 124.99553, 21.06628, 0.014101 
WISEA J082001.91+210040.9, 125.00797, 21.01138, 0.082323 
WISEA J082004.81+203513.3, 125.02008, 20.58705, 0.078399 
WISEA J082008.66+204422.4, 125.03567, 20.73967, 0.081660 
CGCG 119-061, 125.04507, 21.06895, 0.017352 
WISEA J082011.40+211209.6, 125.04752, 21.20269, 0.081221 
UGC 04344, 125.06904, 20.87511, 0.016782 
WISEA J082017.17+205031.9, 125.07157, 20.84222, 0.043508 
WISEA J082017.93+204027.7, 125.07473, 20.67437, 0.081648 
UGC 04345B, 125.08487, 21.10622, 0.023043 
NGC 2562, 125.09858, 21.13156, 0.016886 
2MASX J08202776+2110563, 125.11585, 21.18236, 0.099479 
SDSS J082029.44+214416.6, 125.12269, 21.73796, 0.025627 
WISEA J082032.12+214313.2, 125.13386, 21.72033, 0.043611 
WISEA J082034.02+210736.4, 125.14178, 21.12678, 0.099301 
WISEA J082034.49+210619.7, 125.14375, 21.10548, 0.016864 
NGC 2563, 125.14871, 21.06783, 0.015040 
WISEA J082039.46+210445.5, 125.16444, 21.07933, 0.014983 
IC 2307, 125.17841, 19.44066, 0.043321 
IC 2309, 125.18176, 18.39788, 0.038406 
WISEA J082044.25+210746.6, 125.18441, 21.12964, 0.015662 
IC 2308 NED01, 125.18722, 19.36215, 0.019629 
WISEA J082044.99+211055.5, 125.18749, 21.18210, 0.099337 
IC 2308, 125.18859, 19.36223, 0.019150 
NGC 2574, 125.20069, -8.91852, 0.009557 
WISEA J082050.73+211328.2, 125.21140, 21.22452, 0.013593 
WISEA J082051.20+210318.1, 125.21337, 21.05505, 0.015194 
IC 2312 NED01, 125.22190, 18.50850, 0.084793 
IC 2312 NED02, 125.22314, 18.51215, 0.084435 
WISEA J082058.58+211511.3, 125.24412, 21.25317, 0.015397 
2MASX J08210701+2110164, 125.27921, 21.17137, 0.016243 
2MASX J08211092+2124065, 125.29543, 21.40166, 0.080262 
2MASX J08211579+2126525, 125.31588, 21.44785, 0.016530 
WISEA J082115.97+212812.0, 125.31657, 21.47001, 0.021659 
2MASX J08211902+2126485, 125.32916, 21.44677, 0.015155 
NGC 2569, 125.33809, 20.86749, 0.017070 
NGC 2570, 125.34393, 20.91058, 0.021902 
NGC 2578, 125.35115, -13.31775, 0.015347 
NGC 2572, 125.35263, 19.14771, 0.026565 
WISEA J082124.82+205139.1, 125.35344, 20.86089, 0.099235 
CGCG 119-069, 125.35986, 21.13080, 0.016372 
IC 2327, 125.36660, 3.16943, 0.008953 
WISEA J082137.23+210657.7, 125.40515, 21.11606, 0.014960 
WISEA J082156.52+205806.6, 125.48554, 20.96853, 0.090444 
WISEA J082159.35+211312.4, 125.49731, 21.22013, 0.090681 
CGCG 119-071, 125.50600, 21.34297, 0.021638 
IC 0502, 125.51505, 8.75262, 0.013824 
WISEA J082208.36+213614.9, 125.53485, 21.60414, 0.093322 
IC 0503, 125.54448, 3.26807, 0.013756 
CGCG 119-072, 125.56765, 21.09255, 0.022278 
WISEA J082218.82+203954.2, 125.57837, 20.66535, 0.093557 
IC 2329, 125.58135, 19.41597, 0.006903 
2MASX J08223144+2058044, 125.63110, 20.96789, 0.015579 
WISEA J082235.95+212753.9, 125.64980, 21.46498, 0.015910 
IC 0504, 125.67166, 4.26244, 0.013883 
NGC 2577, 125.68104, 22.55311, 0.006878 
NGC 2575, 125.68745, 24.29695, 0.012909 
CGCG 119-077, 125.72104, 21.07799, 0.014811 
WISEA J082253.11+204702.1, 125.72130, 20.78393, 0.092130 
SDSS J082256.77+212041.4, 125.73656, 21.34486, 0.015237 
NGC 2576, 125.74051, 25.73869, 0.027839 
IC 2335, 125.77932, 19.40804, 0.070700 
NGC 2583, 125.78304, -5.00240, 0.019714 
WISEA J082310.32+202627.3, 125.79303, 20.44092, 0.090456 
NGC 2584, 125.81434, -4.97033, 0.022819 
IC 2337, 125.83453, 18.53516, 0.038218 
IC 0505, 125.84032, 4.37252, 0.031063 
NGC 2585, 125.85939, -4.91519, 0.022909 
IC 2340, 125.87524, 18.74943, 0.026585 
IC 0506, 125.87804, 4.29952, 0.027457 
IC 2338, 125.88606, 21.33813, 0.018034 
IC 2339, 125.89263, 21.34767, 0.017973 
IC 2341, 125.92265, 21.43486, 0.017120 
WISEA J082342.44+210341.4, 125.92687, 21.06153, 0.092400 
WISEA J082347.85+210201.2, 125.94941, 21.03368, 0.092104 
IC 2367, 126.04190, -18.77561, 0.008176 
IC 2348, 126.08438, 20.53322, 0.019931 
NGC 2581, 126.12894, 18.59710, 0.019694 
NGC 2590, 126.25833, -0.59153, 0.016658 
NGC 2582, 126.30015, 20.33480, 0.014714 
NGC 2601, 126.37817, -68.11749, 0.011111 
IC 2361, 126.43534, 27.87453, 0.006921 
IC 2363, 126.43925, 19.44931, 0.025243 
IC 2365, 126.57529, 27.84012, 0.020078 
IC 2375, 126.58214, -13.30295, 0.019774 
IC 2377, 126.60863, -13.30612, 0.020161 
IC 2379, 126.61584, -13.29299, 0.020161 
NGC 2593, 126.69931, 17.37490, 0.021198 
IC 2373, 126.70393, 20.36491, 0.025094 
NGC 2592, 126.78355, 25.97035, 0.006601 
NGC 2594, 126.82151, 25.87882, 0.007879 
NGC 2596, 126.86048, 17.28410, 0.019807 
NGC 2595, 126.92516, 21.47911, 0.014457 
IC 2374, 127.09226, 30.44321, 0.054502 
IC 0508, 127.09303, 25.12473, 0.007242 
IC 2376, 127.10887, 30.40768, 0.044424 
IC 2378, 127.13187, 30.43131, 0.050319 
IC 2380, 127.18286, 30.40454, 0.052618 
IC 2382, 127.19213, 22.05346, 0.020354 
IC 2383, 127.42230, 30.68799, 0.047615 
NGC 2598, 127.51047, 21.48868, 0.015250 
IC 0509, 128.01455, 24.01098, 0.018246 
IC 0510, 128.04417, -2.16222, 0.035494 
IC 0510 NED02, 128.04562, -2.16249, 0.035868 
NGC 2599, 128.04719, 22.56055, 0.015857 
WISEA J083235.46-225809.3, 128.14776, -22.96925, 0.027096 
IC 0513, 128.27110, -12.35546, 0.019817 
NGC 2613, 128.34496, -22.97366, 0.005591 
NGC 2604, 128.34645, 29.53878, 0.006945 
WISEA J083328.78-225910.5, 128.36995, -22.98626, 0.006695 
NGC 2604B, 128.39933, 29.49960, 0.007000 
NGC 2612, 128.45848, -13.17461, 0.005450 
NGC 2607, 128.48608, 26.97271, 0.011750 
UGCA 142, 128.48708, -21.88494, 0.005921 
IC 2384, 128.59788, 32.43479, 0.026919 
NGC 2615, 128.63893, -2.54682, 0.014083 
IC 2385, 128.79342, 37.26589, 0.022829 
NGC 2608, 128.82221, 28.47341, 0.007192 
IC 0514, 128.84288, -2.04721, 0.036982 
NGC 2611, 128.87149, 25.02731, 0.017485 
IC 0515, 128.88033, -1.90091, 0.029500 
NGC 2616, 128.89196, -1.85014, 0.031128 
NGC 2617, 128.91168, -4.08832, 0.014213 
IC 0516, 128.96155, -1.87126, 0.037593 
NGC 2618, 128.97307, 0.70712, 0.013446 
IC 0517, 129.09212, -2.05559, 0.031862 
NGC 2640, 129.35214, -55.12351, 0.003506 
NGC 2620, 129.36754, 24.94669, 0.026091 
NGC 2619, 129.38619, 28.70521, 0.011598 
NGC 2621, 129.40408, 24.99980, 0.028897 
NGC 2624, 129.54019, 19.72569, 0.013792 
NGC 2622, 129.54560, 24.89528, 0.028624 
NGC 2625, 129.59651, 19.71651, 0.015162 
NGC 2623, 129.60032, 25.75465, 0.018509 
WISEA J083830.62+254941.7, 129.62759, 25.82825, 0.085971 
IC 2387, 129.64168, 30.79872, 0.025648 
IC 2388, 129.98549, 19.64533, 0.032709 
NGC 2628, 130.09464, 23.53968, 0.012055 
IC 0519, 130.14339, 2.61133, 0.049620 
NGC 2642, 130.18492, -4.12167, 0.014473 
NGC 2637, 130.30612, 19.69132, 0.032391 
NGC 2644, 130.38297, 4.98014, 0.006527 
NGC 2643, 130.46556, 19.70260, 0.015120 
NGC 2638, 130.60737, 37.22107, 0.012849 
NGC 2648, 130.66585, 14.28560, 0.007268 
NGC 2647, 130.67962, 19.65064, 0.055226 
NGC 2651, 130.97982, 11.77108, 0.029247 
NGC 2649, 131.03449, 34.71722, 0.014143 
IC 2392, 131.12828, 18.28613, 0.020808 
NGC 2663, 131.28393, -33.79474, 0.007012 
NGC 2657, 131.31577, 9.64554, 0.013806 
NGC 2662, 131.38348, -15.12117, 0.013199 
NGC 2661, 131.49798, 12.62006, 0.013697 
NGC 2665, 131.50416, -19.30288, 0.005784 
IC 2403, 131.53880, -15.35702, 0.018089 
IC 0521, 131.68315, 2.53742, 0.028076 
IC 2398, 131.68585, 17.75490, 0.030669 
IC 2393, 131.70498, 28.17135, 0.021005 
SN 2010jw, 131.77879, 28.23817, 0.021147 
IC 2394, 131.77889, 28.23652, 0.021152 
IC 2399, 131.95734, 18.91185, 0.014093 
IC 2402, 131.99602, 31.78568, 0.067306 
IC 2400, 131.99662, 38.06975, 0.026652 
IC 2406, 132.01924, 17.70253, 0.015581 
IC 2407, 132.03823, 17.61143, 0.020624 
IC 2401, 132.04294, 37.75538, 0.040738 
IC 2404, 132.04359, 29.49140, 0.026611 
IC 2409, 132.10275, 18.33114, 0.021082 
NGC 2667, 132.11357, 19.01951, 0.013321 
NGC 2667B, 132.12587, 19.04375, 0.014402 
IC 2405, 132.17821, 37.21858, 0.025336 
NGC 2674, 132.30502, -14.29402, 0.017706 
NGC 2672, 132.34120, 19.07499, 0.014487 
NGC 2668, 132.34401, 36.71043, 0.025062 
NGC 2673, 132.35073, 19.07430, 0.012508 
IC 2414, 132.45881, 18.79245, 0.014508 
NGC 2677, 132.50554, 19.00978, 0.014063 
NGC 2696, 132.67525, -5.00964, 0.043797 
IC 2418, 132.85458, 17.94536, 0.046541 
NGC 2679, 132.88725, 30.86535, 0.006787 
IC 2420, 132.89066, 3.10069, 0.028113 
WISEA J085225.56+331815.5, 133.10649, 33.30429, 0.000774 
NGC 2690, 133.15851, -2.60324, 0.005360 
NGC 2683, 133.17210, 33.42185, 0.001371 
VFID 2600, 133.19917, 33.79253, 0.001544 
WISEA J085305.86+333307.1, 133.27443, 33.55198, 0.077694 
KUG 0849+335, 133.27611, 33.37858, 0.086071 
IC 0523, 133.29721, 9.14821, 0.029237 
GALEXASC J085326.78+331818.3, 133.36214, 33.30576, 0.001268 
NGC 2714, 133.37419, -59.21708, 0.009340 
IC 2421, 133.58993, 32.68084, 0.014617 
IC 2422, 133.60133, 20.22480, 0.031161 
NGC 2695, 133.61281, -3.06696, 0.006114 
NGC 2691, 133.69296, 39.53884, 0.013392 
IC 2423, 133.69620, 20.22029, 0.030358 
NGC 2697, 133.74751, -2.98750, 0.006084 
NGC 2698, 133.90211, -3.18402, 0.006338 
NGC 2699, 133.95326, -3.12766, 0.006231 
NGC 2708, 134.03362, -3.36013, 0.006698 
NGC 2706, 134.05115, -2.56341, 0.005440 
NGC 2708:[PWL2002] STR, 134.05208, -3.29972, 0.006671 
NGC 2709, 134.05359, -3.24302, 0.006421 
GALEXASC J085618.74-031053.8, 134.07824, -3.18166, 0.006905 
NGC 2704, 134.19884, 39.38216, 0.023751 
NGC 2717, 134.25456, -24.67373, 0.008776 
NGC 2713, 134.33551, 2.92140, 0.012989 
NGC 2711, 134.34841, 17.28803, 0.020544 
NGC 2716, 134.39949, 3.09031, 0.012055 
IC 0524, 134.55348, -19.19181, 0.015034 
UGC 04703 NOTES02, 134.60424, 6.33504, 0.011795 
UGC 04703 NOTES01, 134.62405, 6.32120, 0.011845 
IC 2426, 134.62703, 2.92548, 0.012967 
NGC 2722, 134.69248, -3.71015, 0.009200 
NGC 2718, 134.71027, 6.29309, 0.012785 
NGC 2721, 134.73557, -4.90185, 0.012399 
NGC 2720, 134.78362, 11.14924, 0.029050 
NGC 2718a, 134.83629, 6.32847, 0.012100 
NGC 2723, 135.05982, 3.17778, 0.012902 
NGC 2719, 135.06449, 35.72794, 0.010264 
NGC 2719A, 135.06689, 35.72011, 0.010397 
IC 2427, 135.25710, 37.87553, 0.045508 
NGC 2724, 135.25744, 35.76255, 0.010731 
NGC 2725, 135.26350, 11.09838, 0.006875 
IC 0525, 135.34367, -1.85320, 0.019287 
NGC 2729, 135.36927, 3.72061, 0.012741 
NGC 2728, 135.42066, 11.08302, 0.019114 
NGC 2731, 135.53514, 8.30171, 0.008633 
NGC 2730, 135.56592, 16.83821, 0.012759 
NGC 2735, 135.66114, 25.93443, 0.008172 
NGC 2788A, 135.66443, -68.22680, 0.013346 
IC 0526, 135.66993, 10.84161, 0.019428 
NGC 2735A, 135.67441, 25.93850, 0.008622 
NGC 2734, 135.75670, 16.86363, 0.053172 
IC 2428, 135.81135, 30.59129, 0.014387 
NGC 2741, 135.81877, 18.26108, 0.011551 
NGC 2788B, 135.89875, -67.96981, 0.004733 
IC 2429, 135.92730, 29.29607, 0.009733 
NGC 2737, 135.99887, 21.90657, 0.010488 
NGC 2738, 136.00190, 21.96762, 0.010337 
IC 2430, 136.09523, 27.95294, 0.009982 
IC 2431 NED01, 136.14394, 14.59787, 0.049631 
IC 2431 NED02, 136.14468, 14.59565, 0.049808 
IC 2431 NED03, 136.14509, 14.59343, 0.049524 
IC 2431, 136.14523, 14.59488, 0.049700 
NGC 2744 NED01, 136.16150, 18.45659, 0.011421 
NGC 2744 NED02, 136.16255, 18.46437, 0.011330 
NGC 2744, 136.16325, 18.46374, 0.011421 
NGC 2745, 136.16390, 18.25729, 0.012125 
IC 2432, 136.16476, 5.51210, 0.033374 
NGC 2743, 136.22534, 25.00391, 0.009979 
NGC 2754, 136.29679, -19.08473, 0.018456 
NGC 2747, 136.32641, 18.44221, 0.013970 
NGC 2749, 136.33893, 18.31312, 0.013811 
IC 2433, 136.36974, 22.60223, 0.036155 
NGC 2758, 136.38013, -19.04268, 0.006538 
NGC 2751, 136.38499, 18.26232, 0.014176 
IC 2437, 136.38804, -19.20699, 0.017585 
NGC 2752, 136.42950, 18.33961, 0.029554 
NGC 2750, 136.44972, 25.43747, 0.008916 
NGC 2746, 136.49771, 35.37743, 0.023525 
UGC 04781, 136.64289, 6.30375, 0.004837 
NGC 2763, 136.70444, -15.49980, 0.006308 
IC 2435, 136.70748, 26.27544, 0.020608 
NGC 2753, 136.78441, 25.34246, 0.009271 
IC 2434, 136.81694, 37.21528, 0.023804 
NGC 2761, 136.87849, 18.43486, 0.029109 
NGC 2765, 136.90271, 3.39294, 0.012591 
NGC 2772, 136.92428, -23.62137, 0.011428 
UGC 04797, 137.04500, 5.92778, 0.004363 
NGC 2764, 137.07296, 21.44334, 0.009066 
NGC 2759, 137.15542, 37.62158, 0.023118 
IC 2439, 137.16024, 32.59292, 0.014229 
NGC 2766, 137.19808, 29.86478, 0.013939 
LSBC D564-04, 137.23254, 21.35996, 0.009053 
NGC 2788, 137.26353, -67.93254, 0.005474 
NGC 2770B, 137.33250, 33.12056, 0.006211 
IC 0528, 137.34400, 15.79615, 0.012612 
NGC 2770, 137.39022, 33.12338, 0.006494 
IC 0527, 137.42439, 37.60160, 0.022908 
NGC 2773, 137.43408, 7.17373, 0.018339 
IC 2441 NED01, 137.50759, 22.85503, 0.036123 
IC 2441 NED02, 137.51193, 22.85188, 0.038452 
IC 2442, 137.52163, 22.83834, 0.037148 
NGC 2775, 137.58389, 7.03809, 0.004500 
NGC 2774, 137.66638, 18.69664, 0.028379 
NGC 2777, 137.67443, 7.20671, 0.004908 
NGC 2781, 137.86464, -14.81669, 0.006848 
IC 2443, 137.87875, 28.82661, 0.033888 
NGC 2784 DW01, 138.07708, -24.21111, 0.000000 
NGC 2784, 138.08097, -24.17261, 0.002305 
NGC 2778, 138.10158, 35.02754, 0.006835 
